Lead_ID,Lead_Date,MQL_Date,SQL_Date,Opportunity_Date,Won_Date,Deal_Value,Sales_Cycle_Days,Company_Name,Industry,Company_Size,Region,Lead_Source,Sales_Rep,Product_Interest,Engagement_Score,Lead_Status
L03759,2025-06-09,,,,,0,,Company_3759,Finance,Mid-Market,North,Google Ads,Vikash,ERP Software,15,Lead
L03760,2025-11-13,,,,,0,,Company_3760,Manufacturing,Enterprise,South,Google Ads,Arjun,ERP Software,86,SQL
L03761,2025-11-05,2025-11-08,2025-11-17,,,0,,Company_3761,Technology,Mid-Market,Central,Email Campaign,Neha,Cybersecurity,15,Lead
L03762,2025-11-26,,,,,0,,Company_3762,Logistics,Small,South,Google Ads,Vikash,ERP Software,35,Won
L03763,2025-09-11,2025-09-17,2025-09-20,,,0,,Company_3763,Healthcare,Mid-Market,East,LinkedIn,Rahul,ERP Software,45,Lead
L03764,2025-10-02,2025-10-08,,,,0,,Company_3764,Retail,Enterprise,West,Email Campaign,Arjun,Analytics Platform,43,Lead
L03765,2025-09-25,,,,,0,,Company_3765,Technology,Small,South,Trade Show,Sneha,Cloud Solutions,70,Lead
L03766,2025-07-01,2025-07-03,2025-07-09,2025-07-15,,581797,,Company_3766,Logistics,Enterprise,Central,Website,Vikash,Analytics Platform,75,Lead
L03767,2025-03-26,,,,,0,,Company_3767,Logistics,Small,South,Trade Show,Priya,Analytics Platform,82,Lead
L03768,2025-05-05,2025-05-10,2025-05-18,,,0,,Company_3768,Education,Mid-Market,East,Google Ads,Priya,Analytics Platform,10,MQL
L03769,2025-12-31,2026-01-04,2026-01-13,2026-01-25,2026-02-15,730103,46.0,Company_3769,Logistics,Enterprise,Central,Website,Amit,CRM Software,56,Lead
L03770,2025-05-29,,,,,0,,Company_3770,Logistics,Enterprise,Central,Trade Show,Amit,Cybersecurity,46,Lead
L03771,2025-05-29,2025-06-02,2025-06-12,2025-06-15,,59076,,Company_3771,Manufacturing,Enterprise,Central,Webinar,Sneha,Cybersecurity,95,SQL
L03772,2025-06-27,2025-07-03,2025-07-06,2025-07-20,2025-07-29,671191,32.0,Company_3772,Manufacturing,Enterprise,West,Referral,Vikash,CRM Software,14,Won
L03773,2025-01-02,2025-01-06,,,,0,,Company_3773,Manufacturing,Enterprise,Central,Email Campaign,Neha,CRM Software,64,Lead
L03774,2025-01-24,2025-01-27,,,,0,,Company_3774,Education,Small,East,Google Ads,Neha,Analytics Platform,86,MQL
L03775,2025-05-16,2025-05-23,2025-05-30,,,0,,Company_3775,Healthcare,Small,West,Referral,Rahul,Cybersecurity,68,Lost
L03776,2025-07-06,2025-07-12,2025-07-15,,,0,,Company_3776,Retail,Mid-Market,Central,Google Ads,Vikash,Cybersecurity,95,MQL
L03777,2025-09-05,,,,,0,,Company_3777,Technology,Small,Central,Email Campaign,Arjun,Cybersecurity,17,MQL
L03778,2025-01-27,2025-02-02,2025-02-09,2025-02-23,,983100,,Company_3778,Manufacturing,Mid-Market,South,Referral,Neha,Analytics Platform,64,Lead
L03779,2025-12-03,,,,,0,,Company_3779,Logistics,Small,Central,Website,Sneha,CRM Software,80,Opportunity
L03780,2025-09-02,,,,,0,,Company_3780,Logistics,Small,South,Referral,Arjun,Analytics Platform,29,Lead
L03781,2025-02-05,,,,,0,,Company_3781,Education,Mid-Market,West,Google Ads,Sneha,Analytics Platform,61,Lost
L03782,2025-06-30,2025-07-05,2025-07-09,2025-07-19,2025-07-25,271339,25.0,Company_3782,Manufacturing,Mid-Market,South,Trade Show,Sneha,CRM Software,63,Opportunity
L03783,2025-06-06,2025-06-09,2025-06-14,2025-06-25,2025-07-07,931485,31.0,Company_3783,Finance,Mid-Market,Central,Referral,Arjun,CRM Software,37,SQL
L03784,2025-01-31,2025-02-03,2025-02-06,,,0,,Company_3784,Education,Mid-Market,West,Email Campaign,Vikash,ERP Software,27,Lead
L03785,2025-09-21,,,,,0,,Company_3785,Education,Mid-Market,South,Trade Show,Sneha,CRM Software,53,Lead
L03786,2025-09-11,2025-09-12,2025-09-14,2025-09-24,2025-09-30,522146,19.0,Company_3786,Finance,Enterprise,East,Google Ads,Amit,Analytics Platform,31,Lead
L03787,2025-03-21,2025-03-28,2025-04-02,2025-04-09,,624160,,Company_3787,Healthcare,Mid-Market,North,Google Ads,Sneha,ERP Software,83,MQL
L03788,2025-12-06,,,,,0,,Company_3788,Manufacturing,Small,North,Email Campaign,Sneha,Cybersecurity,10,Won
L03789,2025-05-12,2025-05-14,,,,0,,Company_3789,Finance,Enterprise,East,Google Ads,Neha,Cybersecurity,71,MQL
L03790,2025-01-08,2025-01-09,,,,0,,Company_3790,Technology,Mid-Market,North,Referral,Amit,Analytics Platform,27,SQL
L03791,2025-01-26,2025-02-01,2025-02-07,,,0,,Company_3791,Retail,Enterprise,South,Referral,Neha,CRM Software,31,Lead
L03792,2025-02-28,,,,,0,,Company_3792,Technology,Mid-Market,South,Email Campaign,Neha,CRM Software,65,Lead
L03793,2025-03-06,2025-03-08,2025-03-13,2025-03-28,,392682,,Company_3793,Education,Mid-Market,North,Website,Priya,Analytics Platform,47,Lost
L03794,2025-10-15,2025-10-19,2025-10-29,,,0,,Company_3794,Finance,Small,North,Website,Priya,ERP Software,91,Lead
L03795,2025-10-28,2025-10-30,,,,0,,Company_3795,Logistics,Small,South,LinkedIn,Arjun,Analytics Platform,66,SQL
L03796,2025-08-31,2025-09-01,2025-09-04,,,0,,Company_3796,Logistics,Enterprise,West,Google Ads,Vikash,Cloud Solutions,17,SQL
L03797,2025-07-03,,,,,0,,Company_3797,Finance,Mid-Market,North,Webinar,Neha,ERP Software,75,Lead
L03798,2025-03-15,,,,,0,,Company_3798,Finance,Mid-Market,North,Webinar,Amit,Analytics Platform,94,MQL
L03799,2025-09-20,,,,,0,,Company_3799,Healthcare,Mid-Market,East,Referral,Arjun,Cloud Solutions,27,Lead
L03800,2025-06-28,2025-07-01,,,,0,,Company_3800,Logistics,Enterprise,East,LinkedIn,Amit,Cybersecurity,93,Lead
L03801,2025-07-24,2025-07-27,2025-08-05,,,0,,Company_3801,Manufacturing,Enterprise,East,LinkedIn,Amit,Analytics Platform,22,Lead
L03802,2025-10-04,,,,,0,,Company_3802,Retail,Mid-Market,East,LinkedIn,Sneha,ERP Software,89,Opportunity
L03803,2025-08-08,2025-08-09,2025-08-18,2025-08-29,2025-09-22,767802,45.0,Company_3803,Technology,Mid-Market,North,Email Campaign,Priya,Analytics Platform,46,Lost
L03804,2025-01-10,2025-01-11,,,,0,,Company_3804,Logistics,Small,North,Trade Show,Amit,Cloud Solutions,80,SQL
L03805,2025-06-18,2025-06-22,2025-07-01,2025-07-15,2025-08-08,345293,51.0,Company_3805,Finance,Enterprise,East,Website,Rahul,Cloud Solutions,30,Won
L03806,2025-12-24,2025-12-27,,,,0,,Company_3806,Education,Mid-Market,Central,Webinar,Amit,CRM Software,86,Lead
L03807,2025-12-26,2026-01-02,2026-01-06,,,0,,Company_3807,Technology,Mid-Market,South,Website,Amit,CRM Software,35,Opportunity
L03808,2025-08-09,2025-08-16,2025-08-19,2025-09-03,,366760,,Company_3808,Finance,Mid-Market,West,Website,Arjun,Cloud Solutions,60,SQL
L03809,2025-11-09,2025-11-15,2025-11-18,,,0,,Company_3809,Technology,Enterprise,West,Google Ads,Rahul,Analytics Platform,27,MQL
L03810,2025-01-16,2025-01-18,2025-01-28,2025-02-12,2025-02-28,540608,43.0,Company_3810,Technology,Small,South,Trade Show,Neha,Analytics Platform,37,Opportunity
L03811,2025-03-15,2025-03-20,2025-03-29,2025-04-04,,319046,,Company_3811,Technology,Small,West,Google Ads,Arjun,CRM Software,81,Lost
L03812,2025-10-05,2025-10-07,2025-10-12,,,0,,Company_3812,Logistics,Small,South,Referral,Arjun,Cloud Solutions,75,MQL
L03813,2025-12-27,2026-01-01,,,,0,,Company_3813,Logistics,Small,South,LinkedIn,Neha,Cybersecurity,60,MQL
L03814,2025-11-16,2025-11-19,2025-11-21,,,0,,Company_3814,Manufacturing,Small,North,Google Ads,Amit,Cybersecurity,85,SQL
L03815,2025-10-19,,,,,0,,Company_3815,Retail,Small,Central,Webinar,Arjun,Analytics Platform,94,Opportunity
L03816,2025-08-25,2025-08-29,2025-09-04,,,0,,Company_3816,Manufacturing,Mid-Market,West,Trade Show,Priya,Cloud Solutions,46,MQL
L03817,2025-09-09,,,,,0,,Company_3817,Manufacturing,Mid-Market,West,LinkedIn,Sneha,Analytics Platform,11,Opportunity
L03818,2025-07-30,2025-07-31,,,,0,,Company_3818,Technology,Mid-Market,North,LinkedIn,Neha,ERP Software,70,Opportunity
L03819,2025-12-13,2025-12-15,,,,0,,Company_3819,Technology,Mid-Market,Central,Webinar,Amit,ERP Software,36,Won
L03820,2025-03-30,2025-04-05,2025-04-11,,,0,,Company_3820,Healthcare,Mid-Market,South,Google Ads,Vikash,ERP Software,97,Lead
L03821,2025-02-19,2025-02-26,,,,0,,Company_3821,Manufacturing,Mid-Market,South,Trade Show,Amit,Cybersecurity,17,MQL
L03822,2025-12-02,2025-12-08,2025-12-18,,,0,,Company_3822,Manufacturing,Mid-Market,North,Trade Show,Arjun,CRM Software,58,Lead
L03823,2025-08-12,2025-08-13,2025-08-23,,,0,,Company_3823,Finance,Enterprise,West,Webinar,Arjun,ERP Software,72,SQL
L03824,2025-01-23,2025-01-28,2025-02-02,2025-02-12,,116869,,Company_3824,Retail,Small,West,LinkedIn,Priya,ERP Software,73,Lead
L03825,2025-12-31,2026-01-02,,,,0,,Company_3825,Logistics,Enterprise,Central,Website,Arjun,ERP Software,65,Opportunity
L03826,2025-07-25,2025-07-27,,,,0,,Company_3826,Retail,Small,East,Referral,Rahul,Cloud Solutions,80,Lead
L03827,2025-03-02,2025-03-04,,,,0,,Company_3827,Manufacturing,Small,East,LinkedIn,Vikash,Cloud Solutions,97,Lead
L03828,2025-04-13,,,,,0,,Company_3828,Healthcare,Small,North,Referral,Arjun,Cybersecurity,23,Lead
L03829,2025-07-29,2025-08-04,2025-08-14,,,0,,Company_3829,Finance,Small,South,Referral,Neha,CRM Software,87,Opportunity
L03830,2025-09-14,2025-09-15,2025-09-20,2025-09-30,,857843,,Company_3830,Education,Mid-Market,North,Trade Show,Arjun,ERP Software,90,Won
L03831,2025-04-25,2025-04-30,2025-05-04,,,0,,Company_3831,Manufacturing,Enterprise,East,Webinar,Vikash,CRM Software,95,MQL
L03832,2025-04-05,2025-04-07,2025-04-16,,,0,,Company_3832,Retail,Small,West,Trade Show,Sneha,Analytics Platform,52,Lead
L03833,2025-04-25,2025-04-28,2025-05-01,2025-05-13,,886080,,Company_3833,Technology,Small,East,Google Ads,Priya,Cloud Solutions,29,Lead
L03834,2025-10-26,2025-10-28,2025-10-31,2025-11-05,2025-11-11,270229,16.0,Company_3834,Retail,Mid-Market,South,Referral,Neha,Cybersecurity,48,MQL
L03835,2025-05-10,2025-05-15,2025-05-22,2025-06-05,2025-07-05,72657,56.0,Company_3835,Manufacturing,Small,Central,LinkedIn,Sneha,ERP Software,32,MQL
L03836,2025-05-03,,,,,0,,Company_3836,Manufacturing,Enterprise,West,Google Ads,Priya,Cybersecurity,34,MQL
L03837,2025-06-03,2025-06-07,2025-06-09,,,0,,Company_3837,Retail,Mid-Market,North,Email Campaign,Rahul,CRM Software,44,Lead
L03838,2025-07-24,2025-07-29,2025-08-07,2025-08-19,,508517,,Company_3838,Manufacturing,Small,North,Google Ads,Priya,Cybersecurity,95,MQL
L03839,2025-02-01,,,,,0,,Company_3839,Technology,Enterprise,West,Google Ads,Neha,Cloud Solutions,61,Won
L03840,2025-04-13,2025-04-18,2025-04-24,2025-05-04,2025-05-26,541014,43.0,Company_3840,Finance,Enterprise,North,Website,Sneha,ERP Software,24,Lead
L03841,2025-07-01,2025-07-08,2025-07-10,2025-07-20,2025-08-19,843675,49.0,Company_3841,Manufacturing,Enterprise,East,Website,Priya,Cloud Solutions,42,Opportunity
L03842,2025-07-02,,,,,0,,Company_3842,Technology,Small,East,Trade Show,Arjun,Analytics Platform,29,Lead
L03843,2025-08-04,2025-08-08,,,,0,,Company_3843,Education,Small,South,Email Campaign,Vikash,ERP Software,12,SQL
L03844,2025-06-09,2025-06-13,2025-06-20,,,0,,Company_3844,Logistics,Enterprise,South,Email Campaign,Amit,Cloud Solutions,97,SQL
L03845,2025-11-20,2025-11-24,2025-11-29,,,0,,Company_3845,Finance,Small,Central,Webinar,Sneha,Cybersecurity,32,Lead
L03846,2025-10-20,2025-10-22,,,,0,,Company_3846,Manufacturing,Small,North,Webinar,Amit,Cybersecurity,90,Lead
L03847,2025-07-12,2025-07-17,2025-07-26,2025-08-04,2025-08-14,200733,33.0,Company_3847,Logistics,Mid-Market,East,Email Campaign,Arjun,CRM Software,48,Opportunity
L03848,2025-04-06,,,,,0,,Company_3848,Healthcare,Small,Central,Trade Show,Rahul,ERP Software,15,Won
L03849,2025-10-15,2025-10-16,2025-10-21,2025-10-27,,280625,,Company_3849,Healthcare,Enterprise,West,Referral,Rahul,Cloud Solutions,92,Won
L03850,2025-04-10,2025-04-14,2025-04-16,,,0,,Company_3850,Education,Mid-Market,Central,LinkedIn,Sneha,Analytics Platform,53,Lead
L03851,2025-03-12,,,,,0,,Company_3851,Technology,Small,South,Trade Show,Amit,Analytics Platform,82,Opportunity
L03852,2025-06-25,,,,,0,,Company_3852,Education,Enterprise,South,Webinar,Neha,Cloud Solutions,24,Opportunity
L03853,2025-02-22,2025-02-26,2025-03-05,2025-03-09,2025-03-21,454977,27.0,Company_3853,Manufacturing,Enterprise,Central,Webinar,Vikash,ERP Software,95,Lead
L03854,2025-01-17,2025-01-24,2025-01-27,2025-02-08,,609496,,Company_3854,Education,Mid-Market,South,Email Campaign,Arjun,CRM Software,61,MQL
L03855,2025-10-21,2025-10-26,,,,0,,Company_3855,Education,Mid-Market,South,Webinar,Vikash,Cloud Solutions,52,Lead
L03856,2025-02-16,2025-02-21,2025-03-03,2025-03-17,2025-04-04,518134,47.0,Company_3856,Education,Enterprise,South,Trade Show,Arjun,ERP Software,19,Opportunity
L03857,2025-02-25,2025-03-03,2025-03-11,2025-03-22,,627233,,Company_3857,Education,Small,South,Referral,Sneha,Cybersecurity,42,SQL
L03858,2025-12-23,,,,,0,,Company_3858,Manufacturing,Small,Central,LinkedIn,Priya,CRM Software,24,Lead
L03859,2025-12-04,,,,,0,,Company_3859,Education,Small,West,Website,Arjun,Cybersecurity,76,Lead
L03860,2025-08-01,2025-08-07,,,,0,,Company_3860,Manufacturing,Small,South,Google Ads,Rahul,Cybersecurity,48,Lead
L03861,2025-11-18,2025-11-19,,,,0,,Company_3861,Healthcare,Mid-Market,North,Website,Arjun,Cloud Solutions,98,Opportunity
L03862,2025-04-15,,,,,0,,Company_3862,Logistics,Mid-Market,West,Trade Show,Vikash,Analytics Platform,53,SQL
L03863,2025-03-28,2025-03-31,2025-04-06,,,0,,Company_3863,Logistics,Small,North,Google Ads,Rahul,CRM Software,40,Won
L03864,2025-04-13,2025-04-14,2025-04-18,2025-05-01,2025-05-22,289637,39.0,Company_3864,Logistics,Small,North,Website,Neha,Cloud Solutions,81,SQL
L03865,2025-10-19,,,,,0,,Company_3865,Manufacturing,Enterprise,North,Trade Show,Amit,Cybersecurity,83,MQL
L03866,2025-08-22,2025-08-24,2025-09-03,2025-09-06,2025-09-27,194520,36.0,Company_3866,Technology,Mid-Market,Central,Website,Priya,CRM Software,24,MQL
L03867,2025-06-13,2025-06-14,2025-06-18,,,0,,Company_3867,Retail,Small,Central,Referral,Vikash,Cybersecurity,17,MQL
L03868,2025-04-12,,,,,0,,Company_3868,Finance,Mid-Market,West,Google Ads,Sneha,Cloud Solutions,65,MQL
L03869,2025-04-11,2025-04-18,,,,0,,Company_3869,Technology,Enterprise,East,Webinar,Arjun,ERP Software,96,MQL
L03870,2025-05-09,,,,,0,,Company_3870,Logistics,Mid-Market,East,Trade Show,Neha,ERP Software,41,Lead
L03871,2025-07-10,2025-07-12,2025-07-15,,,0,,Company_3871,Manufacturing,Mid-Market,East,LinkedIn,Vikash,CRM Software,20,Opportunity
L03872,2025-05-15,2025-05-20,,,,0,,Company_3872,Education,Small,North,Trade Show,Neha,Analytics Platform,58,MQL
L03873,2025-06-09,2025-06-11,2025-06-18,,,0,,Company_3873,Healthcare,Small,West,LinkedIn,Arjun,Cybersecurity,26,Opportunity
L03874,2025-04-22,2025-04-28,2025-05-03,2025-05-16,,600256,,Company_3874,Healthcare,Enterprise,South,Trade Show,Amit,CRM Software,42,Lost
L03875,2025-06-19,2025-06-25,,,,0,,Company_3875,Education,Small,North,Google Ads,Neha,CRM Software,76,MQL
L03876,2025-11-11,2025-11-13,2025-11-18,,,0,,Company_3876,Education,Enterprise,West,LinkedIn,Arjun,Analytics Platform,40,SQL
L03877,2025-12-26,,,,,0,,Company_3877,Technology,Enterprise,East,Webinar,Arjun,Cybersecurity,24,Opportunity
L03878,2025-05-12,2025-05-13,2025-05-23,2025-06-03,,126535,,Company_3878,Retail,Mid-Market,East,Email Campaign,Neha,ERP Software,14,Lead
L03879,2025-02-19,2025-02-22,2025-02-24,,,0,,Company_3879,Retail,Enterprise,West,LinkedIn,Vikash,Analytics Platform,67,Opportunity
L03880,2025-04-20,2025-04-24,2025-05-03,,,0,,Company_3880,Finance,Mid-Market,South,LinkedIn,Vikash,CRM Software,85,Lead
L03881,2025-08-02,,,,,0,,Company_3881,Technology,Enterprise,South,LinkedIn,Priya,Analytics Platform,27,MQL
L03882,2025-10-23,2025-10-30,,,,0,,Company_3882,Healthcare,Small,West,Email Campaign,Sneha,ERP Software,53,Lead
L03883,2025-05-17,2025-05-18,2025-05-22,2025-06-03,2025-06-12,236994,26.0,Company_3883,Healthcare,Mid-Market,South,Referral,Amit,Cloud Solutions,90,Lost
L03884,2025-11-10,2025-11-17,,,,0,,Company_3884,Healthcare,Mid-Market,South,Trade Show,Sneha,Cloud Solutions,80,MQL
L03885,2025-02-03,2025-02-07,2025-02-15,,,0,,Company_3885,Manufacturing,Mid-Market,West,Email Campaign,Neha,Analytics Platform,95,SQL
L03886,2025-06-30,2025-07-04,2025-07-09,,,0,,Company_3886,Retail,Small,East,Email Campaign,Vikash,ERP Software,80,Opportunity
L03887,2025-02-05,2025-02-11,,,,0,,Company_3887,Manufacturing,Small,East,Referral,Sneha,Analytics Platform,61,MQL
L03888,2025-04-28,,,,,0,,Company_3888,Education,Enterprise,South,Website,Amit,ERP Software,59,Lead
L03889,2025-10-24,2025-10-27,,,,0,,Company_3889,Retail,Mid-Market,East,Webinar,Arjun,ERP Software,48,Lead
L03890,2025-05-14,,,,,0,,Company_3890,Retail,Enterprise,Central,Email Campaign,Neha,Analytics Platform,35,Lead
L03891,2025-05-26,,,,,0,,Company_3891,Logistics,Small,South,Email Campaign,Vikash,Cybersecurity,26,Lead
L03892,2025-04-07,2025-04-10,2025-04-13,2025-04-17,,782682,,Company_3892,Finance,Enterprise,Central,Email Campaign,Neha,CRM Software,40,Lead
L03893,2025-06-16,2025-06-23,2025-06-26,2025-07-10,2025-08-03,811149,48.0,Company_3893,Manufacturing,Enterprise,West,Google Ads,Sneha,ERP Software,39,MQL
L03894,2025-07-19,2025-07-24,,,,0,,Company_3894,Finance,Mid-Market,Central,Trade Show,Neha,Cybersecurity,48,Opportunity
L03895,2025-01-30,2025-02-04,2025-02-12,2025-02-21,,958767,,Company_3895,Manufacturing,Small,South,Google Ads,Rahul,CRM Software,79,Lost
L03896,2025-05-17,,,,,0,,Company_3896,Logistics,Mid-Market,Central,Trade Show,Amit,Cloud Solutions,51,MQL
L03897,2025-04-10,,,,,0,,Company_3897,Logistics,Mid-Market,West,Email Campaign,Amit,ERP Software,88,Opportunity
L03898,2025-06-20,2025-06-26,2025-07-02,2025-07-07,,563857,,Company_3898,Manufacturing,Enterprise,North,Website,Priya,CRM Software,43,Lead
L03899,2025-08-09,,,,,0,,Company_3899,Technology,Small,North,Website,Priya,Cybersecurity,59,MQL
L03900,2025-04-12,,,,,0,,Company_3900,Retail,Mid-Market,Central,Trade Show,Sneha,ERP Software,41,Opportunity
L03901,2025-06-21,,,,,0,,Company_3901,Education,Enterprise,South,Referral,Rahul,Analytics Platform,84,MQL
L03902,2025-09-22,2025-09-29,2025-10-05,,,0,,Company_3902,Finance,Small,South,Referral,Neha,Cybersecurity,86,MQL
L03903,2025-11-06,2025-11-09,2025-11-12,,,0,,Company_3903,Logistics,Small,Central,Website,Sneha,CRM Software,97,Lead
L03904,2025-07-23,2025-07-25,2025-07-30,,,0,,Company_3904,Retail,Enterprise,East,Referral,Amit,Cybersecurity,44,Lost
L03905,2025-09-18,2025-09-21,2025-09-24,2025-10-02,2025-10-11,376999,23.0,Company_3905,Logistics,Mid-Market,East,Trade Show,Priya,ERP Software,14,Lost
L03906,2025-08-10,2025-08-17,2025-08-19,2025-08-22,2025-09-17,534874,38.0,Company_3906,Finance,Enterprise,East,Google Ads,Amit,CRM Software,47,SQL
L03907,2025-12-04,2025-12-10,2025-12-18,2025-12-23,,302718,,Company_3907,Finance,Mid-Market,South,Email Campaign,Neha,CRM Software,49,Opportunity
L03908,2025-11-18,,,,,0,,Company_3908,Logistics,Enterprise,North,Webinar,Sneha,Cybersecurity,53,Lead
L03909,2025-08-19,2025-08-26,2025-08-31,,,0,,Company_3909,Finance,Small,Central,Google Ads,Neha,Analytics Platform,71,Lead
L03910,2025-01-08,2025-01-09,2025-01-18,2025-02-01,2025-02-10,914208,33.0,Company_3910,Finance,Small,West,Trade Show,Priya,Cybersecurity,93,SQL
L03911,2025-01-01,2025-01-03,2025-01-06,2025-01-19,,233073,,Company_3911,Technology,Mid-Market,North,Webinar,Neha,Cybersecurity,84,Lead
L03912,2025-12-06,,,,,0,,Company_3912,Healthcare,Small,Central,Google Ads,Vikash,Analytics Platform,14,SQL
L03913,2025-08-05,2025-08-07,,,,0,,Company_3913,Finance,Mid-Market,South,Trade Show,Sneha,CRM Software,10,SQL
L03914,2025-02-26,2025-02-28,2025-03-07,2025-03-17,2025-04-08,377962,41.0,Company_3914,Technology,Enterprise,East,LinkedIn,Priya,CRM Software,35,Lead
L03915,2025-09-12,,,,,0,,Company_3915,Retail,Small,East,Trade Show,Priya,Cybersecurity,35,Lead
L03916,2025-04-13,2025-04-14,2025-04-17,,,0,,Company_3916,Technology,Enterprise,South,Google Ads,Priya,Cloud Solutions,75,MQL
L03917,2025-10-26,,,,,0,,Company_3917,Finance,Small,South,Google Ads,Rahul,ERP Software,100,Lead
L03918,2025-04-12,,,,,0,,Company_3918,Education,Mid-Market,South,Website,Arjun,Cloud Solutions,27,Lead
L03919,2025-12-16,,,,,0,,Company_3919,Finance,Small,North,Trade Show,Arjun,Analytics Platform,20,MQL
L03920,2025-12-26,2025-12-31,,,,0,,Company_3920,Technology,Enterprise,South,LinkedIn,Vikash,Cybersecurity,94,Lead
L03921,2025-05-02,2025-05-07,2025-05-12,2025-05-21,2025-06-02,871788,31.0,Company_3921,Education,Enterprise,North,Webinar,Neha,CRM Software,35,Lost
L03922,2025-03-26,2025-03-27,2025-04-05,2025-04-14,,205961,,Company_3922,Retail,Mid-Market,Central,Referral,Sneha,Analytics Platform,52,Lead
L03923,2025-09-05,2025-09-12,2025-09-21,2025-09-26,2025-10-06,259814,31.0,Company_3923,Manufacturing,Small,West,Webinar,Neha,ERP Software,42,Opportunity
L03924,2025-07-18,2025-07-23,2025-07-28,2025-08-09,2025-09-08,133509,52.0,Company_3924,Logistics,Enterprise,West,LinkedIn,Arjun,CRM Software,35,Lost
L03925,2025-12-10,2025-12-13,,,,0,,Company_3925,Logistics,Enterprise,West,Google Ads,Sneha,Cloud Solutions,14,Lost
L03926,2025-01-06,,,,,0,,Company_3926,Healthcare,Enterprise,West,Webinar,Sneha,CRM Software,77,Lost
L03927,2025-02-09,2025-02-14,,,,0,,Company_3927,Finance,Enterprise,Central,Trade Show,Amit,Analytics Platform,42,Lead
L03928,2025-01-21,,,,,0,,Company_3928,Healthcare,Small,East,Google Ads,Neha,Cloud Solutions,23,Lead
L03929,2025-05-26,2025-06-01,,,,0,,Company_3929,Manufacturing,Enterprise,West,Email Campaign,Vikash,Analytics Platform,84,MQL
L03930,2025-02-18,2025-02-20,,,,0,,Company_3930,Finance,Enterprise,East,Website,Sneha,Cloud Solutions,26,Lead
L03931,2025-05-01,,,,,0,,Company_3931,Logistics,Mid-Market,West,Referral,Neha,Cloud Solutions,12,Lead
L03932,2025-07-24,,,,,0,,Company_3932,Healthcare,Small,South,Google Ads,Amit,Cybersecurity,40,MQL
L03933,2025-07-09,2025-07-15,2025-07-20,2025-08-02,,383234,,Company_3933,Logistics,Mid-Market,South,Referral,Rahul,Cybersecurity,99,Lead
L03934,2025-06-21,2025-06-27,2025-07-07,,,0,,Company_3934,Education,Enterprise,East,Trade Show,Amit,Cybersecurity,61,Lost
L03935,2025-04-07,2025-04-10,2025-04-12,,,0,,Company_3935,Technology,Mid-Market,South,Trade Show,Arjun,ERP Software,27,Lead
L03936,2025-09-25,,,,,0,,Company_3936,Technology,Mid-Market,North,Website,Vikash,Analytics Platform,33,SQL
L03937,2025-08-17,2025-08-18,2025-08-25,,,0,,Company_3937,Manufacturing,Mid-Market,South,LinkedIn,Priya,Cloud Solutions,92,Lead
L03938,2025-07-26,,,,,0,,Company_3938,Education,Mid-Market,North,Website,Neha,Analytics Platform,93,Lead
L03939,2025-07-01,2025-07-06,,,,0,,Company_3939,Healthcare,Small,East,Trade Show,Vikash,Analytics Platform,30,Won
L03940,2025-05-16,2025-05-18,2025-05-21,2025-05-31,,470644,,Company_3940,Education,Small,Central,Trade Show,Sneha,ERP Software,33,MQL
L03941,2025-11-11,2025-11-17,2025-11-24,,,0,,Company_3941,Healthcare,Small,Central,Website,Amit,Cloud Solutions,37,MQL
L03942,2025-01-03,2025-01-08,2025-01-13,,,0,,Company_3942,Technology,Mid-Market,North,Website,Arjun,Cybersecurity,63,Won
L03943,2025-11-05,2025-11-12,2025-11-14,2025-11-28,,727236,,Company_3943,Retail,Small,North,Trade Show,Priya,Cloud Solutions,41,MQL
L03944,2025-05-27,2025-05-28,2025-05-30,2025-06-02,2025-06-15,534210,19.0,Company_3944,Logistics,Small,West,Google Ads,Neha,Cloud Solutions,30,MQL
L03945,2025-10-16,2025-10-19,2025-10-29,,,0,,Company_3945,Retail,Small,North,Email Campaign,Neha,Cloud Solutions,51,MQL
L03946,2025-01-04,,,,,0,,Company_3946,Healthcare,Mid-Market,North,Trade Show,Arjun,Analytics Platform,87,SQL
L03947,2025-02-19,2025-02-26,2025-03-04,,,0,,Company_3947,Manufacturing,Mid-Market,South,Google Ads,Rahul,ERP Software,75,MQL
L03948,2025-10-19,,,,,0,,Company_3948,Manufacturing,Enterprise,North,Referral,Arjun,CRM Software,74,Lost
L03949,2025-05-21,2025-05-23,,,,0,,Company_3949,Education,Enterprise,Central,Google Ads,Priya,Cloud Solutions,14,MQL
L03950,2025-02-20,2025-02-22,2025-02-27,2025-03-08,2025-03-27,787273,35.0,Company_3950,Finance,Mid-Market,South,Webinar,Rahul,Cybersecurity,44,Lead
L03951,2025-11-11,2025-11-15,2025-11-23,2025-11-28,,784075,,Company_3951,Finance,Enterprise,Central,Email Campaign,Arjun,Analytics Platform,61,Lead
L03952,2025-09-12,2025-09-18,2025-09-24,2025-10-07,,265818,,Company_3952,Retail,Small,South,Webinar,Priya,CRM Software,83,Lead
L03953,2025-04-24,2025-04-30,2025-05-02,,,0,,Company_3953,Healthcare,Enterprise,West,Google Ads,Vikash,CRM Software,54,MQL
L03954,2025-04-29,,,,,0,,Company_3954,Finance,Small,South,Email Campaign,Amit,Cloud Solutions,91,Lead
